epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.0375,3.60685,24.8492,1.25747,0.31115,0.34986,0.20642,0.05595,2.9312,1.8443,0.9995,0.000659341,0.000659341,0.000659341
2,22.9425,2.86579,1.96337,0.99034,0.44658,0.32455,0.29937,0.09308,2.77251,2.11512,1.00847,0.00131726,0.00131726,0.00131726
3,33.2407,2.7731,1.86368,0.98236,0.38523,0.43846,0.30383,0.09292,2.65236,1.88768,0.98194,0.00196637,0.00196637,0.00196637
4,43.3925,2.67574,1.72352,0.96694,0.4267,0.36501,0.29953,0.08366,2.62582,1.64096,0.96302,0.0019604,0.0019604,0.0019604
