epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,26.6434,0.14578,83.1617,0.07028,0,0,0,0,0.0001,6.30436,6e-05,0.000659341,0.000659341,0.000659341
2,37.9611,3.02705,26.3912,1.00567,0,0,0,0,3.26052,2.78609,0.96666,0.00131944,0.00131944,0.00131944
3,48.9725,4.29165,4.94247,1.35141,0.00065,0.03719,0.00036,8e-05,4.73235,5.59492,2.06473,0.00197295,0.00197295,0.00197295
4,59.2791,4.11495,4.11268,1.30151,0.00187,0.21074,0.00138,0.00035,3.89739,3.52364,1.23482,0.0019703,0.0019703,0.0019703
5,69.5526,3.91894,3.98337,1.26375,0.00254,0.32369,0.00207,0.00055,3.6425,3.60137,1.22629,0.0019604,0.0019604,0.0019604
6,80.0506,3.73617,3.85098,1.22588,0.00253,0.30854,0.00218,0.00058,3.54378,3.61651,1.17729,0.0019505,0.0019505,0.0019505
7,90.2516,3.68429,3.80825,1.18999,0.00296,0.21212,0.00209,0.00056,3.62482,3.69838,1.21781,0.0019406,0.0019406,0.0019406
8,100.529,3.67439,3.70201,1.19382,0.00212,0.29339,0.00211,0.00052,3.74636,3.5217,1.21652,0.0019307,0.0019307,0.0019307
9,110.772,3.60273,3.63935,1.18088,0.00217,0.27135,0.00849,0.00129,3.61278,3.46072,1.17367,0.0019208,0.0019208,0.0019208
10,121.036,3.5349,3.41646,1.16784,0.00451,0.34435,0.02886,0.00558,3.32526,2.93739,1.14395,0.0019109,0.0019109,0.0019109
11,131.242,3.43158,2.92174,1.14334,0.15899,0.1281,0.06051,0.0152,3.32835,2.49483,1.13033,0.001901,0.001901,0.001901
12,141.453,3.37676,2.65433,1.14374,0.20893,0.16942,0.0784,0.01986,3.23381,2.221,1.11768,0.0018911,0.0018911,0.0018911
13,151.649,3.41739,2.60425,1.12606,0.26888,0.08409,0.06869,0.01622,3.32073,2.4266,1.14391,0.0018812,0.0018812,0.0018812
14,161.877,3.26264,2.35086,1.10754,0.28949,0.22452,0.1356,0.03288,3.03504,2.05728,1.10034,0.0018713,0.0018713,0.0018713
15,172.25,3.06116,2.17522,1.09525,0.41321,0.25482,0.20614,0.0526,2.95912,1.84304,1.09469,0.0018614,0.0018614,0.0018614
16,182.526,2.93402,2.03688,1.07735,0.45407,0.27824,0.2525,0.06489,2.75083,1.82888,1.05998,0.0018515,0.0018515,0.0018515
17,192.78,2.8592,1.94682,1.05129,0.47282,0.36088,0.3127,0.08918,2.69065,1.62796,1.04941,0.0018416,0.0018416,0.0018416
18,203.055,2.81732,1.8824,1.05585,0.53423,0.27686,0.28054,0.07928,2.63613,1.78865,1.04988,0.0018317,0.0018317,0.0018317
19,213.259,2.79435,1.80891,1.04765,0.47309,0.35865,0.32529,0.09825,2.59052,1.54908,1.02986,0.0018218,0.0018218,0.0018218
20,223.487,2.75159,1.81063,1.03201,0.49496,0.33747,0.32309,0.09373,2.63629,1.57821,1.03697,0.0018119,0.0018119,0.0018119
21,233.707,2.70351,1.80683,1.01662,0.47653,0.3416,0.31452,0.09543,2.59103,1.5775,1.0344,0.001802,0.001802,0.001802
22,243.957,2.73041,1.75727,1.02724,0.39804,0.31956,0.2604,0.06149,2.95503,1.56781,1.09654,0.0017921,0.0017921,0.0017921
23,254.118,2.6698,1.73397,1.01737,0.5048,0.34848,0.34932,0.10927,2.48184,1.51011,1.01602,0.0017822,0.0017822,0.0017822
24,264.586,2.63296,1.67165,1.02368,0.54742,0.35813,0.36162,0.09778,2.59341,1.49381,1.04103,0.0017723,0.0017723,0.0017723
25,274.81,2.59809,1.68616,1.01707,0.53837,0.34986,0.33547,0.09642,2.61809,1.48607,1.04688,0.0017624,0.0017624,0.0017624
26,285.023,2.53549,1.67735,1.00356,0.53243,0.40771,0.39292,0.1284,2.35789,1.42245,1.01346,0.0017525,0.0017525,0.0017525
27,295.426,2.54507,1.63133,1.0078,0.53659,0.40358,0.37296,0.12209,2.34631,1.47056,1.00258,0.0017426,0.0017426,0.0017426
28,305.598,2.49368,1.60157,0.99471,0.55309,0.42424,0.40697,0.12899,2.40983,1.43509,1.01708,0.0017327,0.0017327,0.0017327
29,315.876,2.52271,1.61705,0.99988,0.46612,0.38843,0.37553,0.12174,2.34493,1.45975,1.00863,0.0017228,0.0017228,0.0017228
30,325.859,2.4927,1.57928,1.00081,0.56039,0.38017,0.38773,0.12295,2.40068,1.48976,1.01685,0.0017129,0.0017129,0.0017129
