epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,40.571,3.97047,19.5674,1.54945,0.42487,0.31956,0.25147,0.06708,3.59838,2.1615,1.33413,0.000662983,0.000662983,0.000662983
2,77.7363,3.36714,1.98409,1.30596,0.41921,0.35537,0.27901,0.0865,3.06016,1.68135,1.27936,0.00132307,0.00132307,0.00132307
3,113.561,3.27597,1.83012,1.28303,0.47653,0.3719,0.34361,0.09801,3.18953,1.57601,1.26739,0.00197655,0.00197655,0.00197655
4,148.946,3.14915,1.77503,1.2743,0.59388,0.45522,0.43998,0.13868,2.81295,1.57895,1.24027,0.0019703,0.0019703,0.0019703
5,184.111,3.0387,1.68219,1.25803,0.44898,0.2314,0.21127,0.06051,3.59091,2.15804,1.29934,0.0019604,0.0019604,0.0019604
6,219.277,3.01176,1.66476,1.25263,0.64446,0.44941,0.47664,0.16029,2.79366,1.32448,1.23872,0.0019505,0.0019505,0.0019505
7,254.522,2.94341,1.6275,1.24671,0.65326,0.48209,0.50569,0.17288,2.73111,1.33688,1.22448,0.0019406,0.0019406,0.0019406
8,289.676,2.93494,1.57541,1.22844,0.68684,0.47245,0.51833,0.17348,2.79905,1.29823,1.22632,0.0019307,0.0019307,0.0019307
9,324.89,2.85602,1.50626,1.22933,0.62542,0.52617,0.54235,0.18915,2.61515,1.30035,1.21533,0.0019208,0.0019208,0.0019208
10,360.115,2.84767,1.51953,1.2311,0.69551,0.5303,0.56933,0.20097,2.65855,1.20105,1.20162,0.0019109,0.0019109,0.0019109
11,395.33,2.77264,1.4735,1.21712,0.71649,0.56045,0.58948,0.20747,2.6245,1.24329,1.20595,0.001901,0.001901,0.001901
12,430.498,2.75154,1.45424,1.22025,0.58914,0.4681,0.48387,0.16419,2.82874,1.35255,1.21894,0.0018911,0.0018911,0.0018911
13,465.65,2.76639,1.43602,1.21309,0.70253,0.47383,0.54337,0.20024,2.64932,1.27186,1.22192,0.0018812,0.0018812,0.0018812
14,500.79,2.75465,1.44208,1.22019,0.67077,0.52755,0.5468,0.18825,2.67108,1.28447,1.21322,0.0018713,0.0018713,0.0018713
15,536.055,2.75384,1.41867,1.21805,0.7149,0.54959,0.58175,0.21326,2.57455,1.20029,1.19528,0.0018614,0.0018614,0.0018614
16,571.546,2.72646,1.40071,1.20593,0.74102,0.55647,0.61267,0.22796,2.5657,1.17891,1.20286,0.0018515,0.0018515,0.0018515
17,606.86,2.68503,1.40778,1.20995,0.72379,0.50171,0.57032,0.21239,2.63413,1.24361,1.20596,0.0018416,0.0018416,0.0018416
18,642.273,2.68246,1.38498,1.20082,0.70684,0.56336,0.60006,0.22122,2.54399,1.15279,1.20369,0.0018317,0.0018317,0.0018317
19,677.428,2.63146,1.35371,1.2036,0.78835,0.53168,0.62335,0.22579,2.58641,1.17597,1.19014,0.0018218,0.0018218,0.0018218
20,712.54,2.68045,1.3749,1.19835,0.76894,0.55234,0.61814,0.21489,2.59312,1.1975,1.19314,0.0018119,0.0018119,0.0018119
21,747.836,2.63985,1.35817,1.19957,0.71984,0.53857,0.58378,0.22001,2.53411,1.18748,1.19627,0.001802,0.001802,0.001802
22,782.968,2.61568,1.32657,1.19274,0.75169,0.55096,0.60493,0.2202,2.56067,1.19343,1.19446,0.0017921,0.0017921,0.0017921
23,818.119,2.64296,1.35138,1.18786,0.76165,0.57221,0.62381,0.24143,2.4226,1.1157,1.18179,0.0017822,0.0017822,0.0017822
24,853.33,2.58145,1.31049,1.19368,0.76554,0.56061,0.63528,0.23257,2.51796,1.1171,1.18348,0.0017723,0.0017723,0.0017723
25,888.449,2.5851,1.2978,1.19038,0.73476,0.56749,0.61537,0.23581,2.48744,1.10294,1.18044,0.0017624,0.0017624,0.0017624
26,923.625,2.58092,1.29799,1.19449,0.74536,0.54028,0.60814,0.22802,2.48149,1.17529,1.18606,0.0017525,0.0017525,0.0017525
27,958.995,2.55762,1.28638,1.19078,0.76934,0.54132,0.61193,0.20517,2.69105,1.20564,1.18552,0.0017426,0.0017426,0.0017426
28,994.279,2.55729,1.25979,1.1851,0.74152,0.54531,0.61386,0.226,2.48417,1.18212,1.18003,0.0017327,0.0017327,0.0017327
29,1029.45,2.55079,1.26647,1.18249,0.76567,0.56749,0.6443,0.25169,2.41567,1.12476,1.18386,0.0017228,0.0017228,0.0017228
30,1064.68,2.54504,1.24884,1.18402,0.78304,0.59642,0.65492,0.25347,2.39618,1.06692,1.18132,0.0017129,0.0017129,0.0017129
31,1099.99,2.54464,1.2731,1.17352,0.73122,0.56612,0.63559,0.24293,2.4299,1.09367,1.17551,0.001703,0.001703,0.001703
32,1135.26,2.52307,1.26057,1.18068,0.78045,0.59245,0.66279,0.25283,2.44316,1.05948,1.18239,0.0016931,0.0016931,0.0016931
33,1170.84,2.51,1.2206,1.17458,0.71294,0.57989,0.63021,0.24243,2.49683,1.08737,1.18082,0.0016832,0.0016832,0.0016832
34,1206.3,2.48971,1.22391,1.17492,0.74918,0.59657,0.65278,0.26074,2.40293,1.08443,1.18063,0.0016733,0.0016733,0.0016733
35,1241.97,2.52975,1.23999,1.18215,0.77308,0.60066,0.64732,0.24748,2.43568,1.06163,1.18471,0.0016634,0.0016634,0.0016634
36,1277.45,2.48575,1.20946,1.17699,0.75662,0.57989,0.63578,0.23818,2.43174,1.07612,1.18648,0.0016535,0.0016535,0.0016535
37,1312.94,2.45732,1.20071,1.17402,0.75911,0.60331,0.66158,0.25492,2.38421,1.05088,1.17099,0.0016436,0.0016436,0.0016436
38,1348.42,2.50885,1.23495,1.1863,0.74772,0.56745,0.63338,0.24715,2.40498,1.08434,1.18174,0.0016337,0.0016337,0.0016337
39,1383.89,2.48805,1.21844,1.1728,0.82433,0.5817,0.67222,0.26935,2.34812,1.0351,1.17118,0.0016238,0.0016238,0.0016238
40,1419.61,2.52449,1.21492,1.17462,0.77256,0.59229,0.66053,0.27102,2.40834,1.06462,1.17547,0.0016139,0.0016139,0.0016139
41,1455.13,2.46904,1.19076,1.16989,0.78083,0.5978,0.66883,0.26503,2.39436,1.04847,1.17698,0.001604,0.001604,0.001604
42,1490.62,2.47196,1.19598,1.16974,0.84061,0.59566,0.68697,0.26697,2.3844,1.04822,1.16859,0.0015941,0.0015941,0.0015941
43,1526.14,2.46933,1.20657,1.16509,0.75798,0.60826,0.67276,0.26885,2.34485,1.015,1.17249,0.0015842,0.0015842,0.0015842
44,1561.59,2.44233,1.16909,1.16353,0.75195,0.60055,0.65418,0.25107,2.44577,1.04849,1.18456,0.0015743,0.0015743,0.0015743
45,1597.05,2.44522,1.18041,1.16817,0.79073,0.57989,0.65214,0.25856,2.40299,1.07349,1.17222,0.0015644,0.0015644,0.0015644
46,1632.53,2.45941,1.15509,1.16974,0.79797,0.60331,0.69077,0.26644,2.40559,1.02686,1.18538,0.0015545,0.0015545,0.0015545
47,1668.07,2.42165,1.17954,1.16873,0.79423,0.59013,0.66529,0.26409,2.41581,1.06393,1.18408,0.0015446,0.0015446,0.0015446
48,1703.53,2.44677,1.14813,1.16535,0.79248,0.63223,0.69925,0.28244,2.34693,1.04456,1.17449,0.0015347,0.0015347,0.0015347
49,1739.11,2.44032,1.14876,1.1655,0.80183,0.59229,0.67129,0.26915,2.36992,1.04253,1.17727,0.0015248,0.0015248,0.0015248
50,1774.57,2.39946,1.14165,1.16544,0.8092,0.62508,0.68157,0.26029,2.38858,1.01812,1.17789,0.0015149,0.0015149,0.0015149
51,1809.98,2.41654,1.15042,1.15997,0.79398,0.59642,0.67543,0.27098,2.35945,1.00522,1.176,0.001505,0.001505,0.001505
52,1845.17,2.39133,1.14874,1.16429,0.75074,0.62643,0.66683,0.27283,2.35466,1.02807,1.17067,0.0014951,0.0014951,0.0014951
53,1880.36,2.41242,1.13908,1.15979,0.83103,0.59366,0.68655,0.27156,2.36887,1.00715,1.17385,0.0014852,0.0014852,0.0014852
54,1915.55,2.4031,1.13727,1.15895,0.81038,0.6122,0.67734,0.26713,2.37421,1.01214,1.17723,0.0014753,0.0014753,0.0014753
55,1950.83,2.41752,1.14116,1.15986,0.80926,0.63636,0.70268,0.27571,2.41028,0.99862,1.18364,0.0014654,0.0014654,0.0014654
56,1986.3,2.39749,1.12289,1.15871,0.82249,0.60632,0.68966,0.2809,2.34706,0.96934,1.16997,0.0014555,0.0014555,0.0014555
57,2021.81,2.39865,1.12929,1.16123,0.79738,0.60712,0.68465,0.27418,2.36701,0.98905,1.16885,0.0014456,0.0014456,0.0014456
58,2057.22,2.35314,1.09313,1.15174,0.85533,0.57163,0.67728,0.27218,2.34511,0.99181,1.1687,0.0014357,0.0014357,0.0014357
