epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,62.4025,2.37672,4.65952,2.12501,0,0,0,0,0.69334,3.05156,0.93588,0.0701807,0.00331325,0.00331325
2,122.162,2.24114,3.3105,2.03271,0,0,0,0,6.17406,69.4916,4.74597,0.0401369,0.00660272,0.00660272
3,179.408,2.15413,3.17133,1.97169,0,0,0,0,5.70182,inf,7.08391,0.010049,0.00984818,0.00984818
4,236.601,2.14265,3.13999,1.96284,0.00441,0.00275,0.00016,5e-05,5.42751,35.026,2.24518,0.009802,0.009802,0.009802
5,293.737,2.06895,2.9749,1.90325,0.00224,0.00138,6e-05,1e-05,5.8925,25.4083,3.09095,0.009736,0.009736,0.009736
6,350.82,2.0457,2.88919,1.88833,0.01131,0.00826,0.00045,9e-05,5.39234,14.7758,2.33119,0.00967,0.00967,0.00967
7,407.965,2.00777,2.7723,1.86163,0.00142,0.00138,0.0001,2e-05,5.77302,21.5097,2.65227,0.009604,0.009604,0.009604
8,465.085,1.98524,2.62786,1.8409,0.00059,0.00275,8e-05,2e-05,5.73313,12.1105,2.32804,0.009538,0.009538,0.009538
9,522.206,2.01554,2.65471,1.85399,0.00019,0.00413,0.0001,2e-05,5.79525,10.1449,2.6294,0.009472,0.009472,0.009472
10,579.341,1.97368,2.61498,1.84002,0.01095,0.0124,0.00042,9e-05,5.1184,20.4714,1.91402,0.009406,0.009406,0.009406
11,636.458,1.94771,2.57171,1.80923,0.01685,0.00413,0.0003,5e-05,5.65892,21.6472,2.52106,0.00934,0.00934,0.00934
12,693.548,1.92266,2.52746,1.79065,0.00016,0.00413,8e-05,1e-05,5.70237,20.2936,2.38316,0.009274,0.009274,0.009274
13,750.619,1.93124,2.56065,1.80123,0.00595,0.00275,0.00024,4e-05,5.55118,13.7505,2.25336,0.009208,0.009208,0.009208
14,807.747,1.93634,2.51119,1.79425,0.03662,0.01515,0.00194,0.00038,5.04955,6.62546,1.81694,0.009142,0.009142,0.009142
15,864.915,1.89389,2.48859,1.76723,0.00866,0.00689,0.00068,0.00013,5.20192,10.7856,1.89865,0.009076,0.009076,0.009076
16,922.031,1.90082,2.42237,1.78425,0.01229,0.00689,0.00094,0.00018,5.31505,18.8911,2.10815,0.00901,0.00901,0.00901
17,979.315,1.90011,2.41246,1.77299,0.00023,0.00138,0.00014,3e-05,5.88532,6.85608,2.60177,0.008944,0.008944,0.008944
18,1036.43,1.90441,2.44842,1.78436,3e-05,0.00275,1e-05,0,5.88205,44.7916,2.72331,0.008878,0.008878,0.008878
19,1093.55,1.90861,2.34391,1.76766,0.00137,0.00138,0.00017,5e-05,5.60586,10.3829,2.29145,0.008812,0.008812,0.008812
20,1150.66,1.8959,2.35752,1.76298,0.00071,0.00138,5e-05,1e-05,5.80708,11.0292,2.51356,0.008746,0.008746,0.008746
21,1207.77,1.88972,2.35372,1.76769,0.01527,0.00413,0.00074,0.0001,5.58111,6.49313,2.28623,0.00868,0.00868,0.00868
22,1264.86,1.88421,2.33389,1.77391,0.01198,0.01102,0.00062,0.00013,5.30203,8.59383,1.91774,0.008614,0.008614,0.008614
23,1321.99,1.85992,2.30528,1.74514,0.0089,0.00551,0.00013,3e-05,5.49469,11.0899,2.1209,0.008548,0.008548,0.008548
24,1379.1,1.87223,2.29,1.7476,0.00014,0.00275,8e-05,1e-05,5.83794,13.876,2.59986,0.008482,0.008482,0.008482
